iter	Passed	Remaining
258	1467	4197
259	1471	4189
260	1477	4183
261	1482	4175
262	1487	4167
263	1492	4162
264	1497	4153
265	1502	4145
266	1508	4140
267	1512	4130
268	1517	4123
269	1522	4116
270	1527	4108
271	1532	4100
272	1537	4093
273	1541	4085
274	1546	4077
275	1552	4071
276	1557	4064
277	1561	4056
278	1564	4043
279	1569	4035
280	1574	4027
281	1578	4019
282	1583	4011
283	1588	4004
284	1593	3996
285	1597	3989
286	1603	3983
287	1607	3974
288	1611	3964
289	1617	3959
290	1622	3952
291	1627	3945
292	1632	3939
293	1637	3932
294	1642	3924
295	1648	3919
296	1652	3911
297	1657	3904
298	1662	3896
299	1666	3889
300	1671	3881
301	1676	3874
302	1681	3867
303	1686	3861
304	1691	3853
305	1697	3850
306	1702	3843
307	1707	3835
308	1712	3829
309	1717	3822
310	1722	3815
311	1726	3808
312	1731	3801
313	1736	3794
314	1741	3787
315	1746	3779
316	1750	3771
317	1755	3764
318	1760	3758
319	1764	3750
320	1768	3740
321	1772	3731
322	1777	3724
323	1781	3717
324	1786	3710
325	1791	3702
326	1795	3694
327	1799	3686
328	1804	3679
329	1808	3672
330	1813	3665
331	1818	3659
332	1823	3652
333	1828	3645
334	1833	3638
335	1837	3632
336	1842	3623
337	1846	3617
338	1851	3610
339	1856	3603
340	1860	3595
341	1864	3587
342	1869	3580
343	1874	3573
344	1878	3566
345	1883	3559
346	1887	3552
347	1891	3544
348	1896	3537
349	1903	3534
350	1907	3527
351	1912	3521
352	1919	3517
353	1923	3510
354	1928	3503
355	1933	3498
356	1938	3491
357	1943	3484
358	1948	3479
359	1953	3473
360	1958	3466
361	1963	3459
362	1968	3454
363	1972	3446
364	1977	3440
365	1983	3435
366	1987	3428
367	1991	3420
368	1998	3418
369	2004	3413
370	2009	3407
371	2015	3402
372	2020	3396
373	2026	3391
374	2031	3386
375	2036	3379
376	2041	3374
377	2048	3370
378	2052	3363
379	2057	3356
380	2062	3350
381	2067	3344
382	2071	3337
383	2077	3332
384	2082	3326
385	2087	3319
386	2092	3314
387	2096	3307
388	2101	3301
389	2106	3295
390	2111	3289
391	2116	3282
392	2120	3275
393	2125	3269
394	2130	3263
395	2134	3256
396	2139	3249
397	2144	3243
398	2148	3236
399	2153	3230
400	2158	3223
401	2162	3216
402	2166	3209
403	2172	3204
404	2176	3198
405	2181	3191
406	2186	3186
407	2191	3179
408	2196	3174
409	2202	3169
410	2207	3163
411	2209	3153
412	2214	3148
413	2220	3142
414	2224	3136
415	2231	3131
416	2235	3125
417	2241	3120
418	2247	3115
419	2251	3109
420	2256	3103
421	2262	3098
422	2267	3092
423	2272	3086
424	2277	3081
425	2282	3075
426	2287	3069
427	2291	3062
428	2299	3060
429	2304	3054
430	2310	3049
431	2313	3041
432	2317	3034
433	2322	3028
434	2328	3023
435	2333	3018
436	2337	3011
437	2344	3007
438	2348	3001
439	2353	2995
440	2358	2989
441	2363	2983
442	2368	2978
443	2374	2973
444	2379	2967
445	2385	2963
446	2392	2959
447	2397	2954
448	2403	2949
449	2408	2943
450	2413	2937
451	2418	2932
452	2424	2927
453	2429	2921
454	2434	2915
455	2441	2912
456	2446	2906
457	2450	2900
458	2456	2895
459	2461	2889
460	2465	2882
461	2470	2876
462	2475	2870
463	2480	2865
464	2485	2860
465	2490	2854
466	2495	2848
467	2501	2843
468	2506	2837
469	2511	2831
470	2516	2826
471	2521	2820
472	2526	2815
473	2532	2810
474	2537	2804
475	2541	2798
476	2547	2793
477	2552	2787
478	2557	2782
479	2562	2776
480	2568	2770
481	2572	2764
482	2577	2758
483	2583	2754
484	2589	2749
485	2593	2743
486	2599	2737
487	2604	2732
488	2609	2726
489	2614	2721
490	2619	2715
491	2624	2709
492	2628	2703
493	2633	2697
494	2638	2691
495	2643	2686
496	2648	2680
497	2653	2674
498	2658	2668
499	2662	2662
500	2667	2656
501	2672	2650
502	2677	2645
503	2682	2639
504	2686	2633
505	2691	2628
506	2695	2620
507	2699	2614
508	2704	2608
509	2709	2603
510	2714	2597
511	2719	2592
512	2724	2586
513	2729	2581
514	2734	2575
515	2739	2569
516	2743	2563
517	2748	2557
518	2753	2551
519	2757	2545
520	2762	2539
521	2767	2534
522	2772	2528
523	2777	2523
524	2782	2517
525	2787	2512
526	2792	2506
527	2797	2500
528	2804	2496
529	2809	2491
530	2814	2485
531	2819	2480
532	2825	2475
533	2830	2470
534	2835	2464
535	2840	2458
536	2845	2453
537	2852	2449
538	2858	2445
539	2863	2439
540	2868	2433
541	2873	2428
542	2878	2422
543	2884	2417
544	2889	2412
545	2894	2406
546	2900	2402
547	2905	2396
548	2910	2390
549	2916	2386
550	2921	2380
551	2926	2374
552	2932	2370
553	2937	2364
554	2942	2359
555	2948	2354
556	2952	2348
557	2957	2343
558	2963	2338
559	2967	2331
560	2972	2326
561	2978	2321
562	2983	2316
563	2988	2310
564	2994	2305
565	3000	2300
566	3004	2294
567	3010	2289
568	3015	2284
569	3020	2278
570	3026	2273
571	3031	2268
572	3035	2262
573	3042	2258
574	3048	2252
575	3052	2247
576	3058	2242
577	3063	2236
578	3068	2231
579	3074	2226
580	3079	2220
581	3084	2215
582	3090	2210
583	3095	2204
584	3099	2199
585	3106	2194
586	3110	2188
587	3115	2182
588	3121	2177
589	3126	2172
590	3131	2166
591	3136	2161
592	3141	2156
593	3146	2150
594	3152	2145
595	3157	2140
596	3162	2134
597	3167	2129
598	3172	2123
599	3177	2118
600	3183	2113
601	3188	2107
602	3192	2102
603	3197	2096
604	3203	2091
605	3207	2085
606	3212	2080
607	3219	2075
608	3224	2069
609	3229	2064
610	3234	2059
611	3237	2052
612	3241	2046
613	3247	2041
614	3253	2036
615	3258	2031
616	3263	2026
617	3268	2020
618	3274	2015
619	3282	2012
620	3288	2006
621	3294	2002
622	3299	1996
623	3304	1990
624	3309	1985
625	3315	1980
626	3319	1974
627	3325	1969
628	3330	1964
629	3336	1959
630	3341	1954
631	3346	1948
632	3351	1943
633	3356	1937
634	3361	1932
635	3366	1926
636	3371	1921
637	3376	1916
638	3380	1909
639	3384	1903
640	3389	1898
641	3394	1892
642	3398	1887
643	3404	1881
644	3409	1876
645	3415	1871
646	3421	1866
647	3426	1861
648	3431	1855
649	3437	1850
650	3442	1845
651	3447	1840
652	3453	1835
653	3458	1829
654	3463	1824
655	3471	1820
656	3476	1815
657	3481	1809
658	3486	1803
659	3491	1798
660	3496	1793
661	3501	1788
662	3506	1782
663	3512	1777
664	3516	1771
665	3521	1766
666	3526	1760
667	3532	1755
668	3537	1750
669	3543	1745
670	3548	1739
671	3553	1734
672	3558	1729
673	3563	1723
674	3569	1718
675	3574	1713
676	3579	1707
677	3584	1702
678	3589	1697
679	3594	1691
680	3599	1686
681	3605	1680
682	3609	1675
683	3614	1669
684	3619	1664
685	3625	1659
686	3630	1653
687	3635	1648
688	3640	1643
689	3645	1637
690	3650	1632
691	3655	1626
692	3660	1621
693	3665	1616
694	3670	1610
695	3675	1605
696	3680	1599
697	3685	1594
698	3690	1589
699	3694	1583
700	3699	1578
701	3705	1572
702	3709	1567
703	3714	1561
704	3721	1557
705	3726	1551
706	3731	1546
707	3736	1541
708	3741	1535
709	3746	1530
710	3751	1524
711	3756	1519
712	3762	1514
713	3768	1509
714	3772	1503
715	3777	1498
716	3782	1493
717	3788	1487
718	3792	1482
719	3798	1477
720	3803	1471
721	3808	1466
722	3813	1461
723	3817	1455
724	3822	1449
725	3826	1444
726	3831	1438
727	3836	1433
728	3841	1427
729	3846	1422
730	3851	1417
731	3856	1411
732	3860	1406
733	3865	1400
734	3870	1395
735	3875	1390
736	3880	1384
737	3885	1379
738	3889	1373
739	3895	1368
740	3900	1363
741	3905	1357
742	3910	1352
743	3915	1347
744	3919	1341
745	3923	1335
746	3927	1330
747	3932	1324
748	3937	1319
749	3942	1314
750	3946	1308
751	3951	1303
752	3956	1297
753	3961	1292
754	3966	1287
755	3970	1281
756	3974	1275
757	3979	1270
758	3983	1265
759	3989	1259
760	3994	1254
761	3999	1249
762	4004	1243
763	4008	1238
764	4013	1232
765	4018	1227
766	4022	1222
767	4027	1216
768	4032	1211
769	4037	1206
770	4042	1200
771	4047	1195
772	4052	1189
773	4057	1184
774	4062	1179
775	4067	1174
776	4073	1168
777	4078	1163
778	4083	1158
779	4088	1153
780	4093	1147
781	4099	1142
782	4104	1137
783	4109	1132
784	4114	1126
785	4119	1121
786	4123	1116
787	4128	1110
788	4133	1105
789	4138	1100
790	4143	1094
791	4148	1089
792	4153	1084
793	4158	1078
794	4164	1073
795	4169	1068
796	4173	1063
797	4178	1057
798	4182	1052
799	4187	1046
800	4192	1041
801	4197	1036
802	4202	1031
803	4207	1025
804	4212	1020
805	4217	1015
806	4222	1009
807	4227	1004
808	4232	999
809	4237	994
810	4243	988
811	4247	983
812	4252	978
813	4257	972
814	4262	967
815	4266	962
816	4271	956
817	4276	951
818	4281	946
819	4286	940
820	4292	935
821	4298	930
822	4303	925
823	4309	920
824	4314	915
825	4319	910
826	4324	904
827	4329	899
828	4335	894
829	4341	889
830	4346	883
831	4351	878
832	4356	873
833	4361	868
834	4366	862
835	4371	857
836	4376	852
837	4381	846
838	4386	841
839	4391	836
840	4396	831
841	4401	825
842	4406	820
843	4410	815
844	4415	810
845	4421	804
846	4426	799
847	4430	794
848	4435	788
849	4440	783
850	4445	778
851	4450	773
852	4455	767
853	4460	762
854	4465	757
855	4470	752
856	4475	746
857	4480	741
858	4485	736
859	4490	731
860	4495	725
861	4500	720
862	4506	715
863	4511	710
864	4516	704
865	4520	699
866	4525	694
867	4530	688
868	4535	683
869	4540	678
870	4545	673
871	4550	667
872	4555	662
873	4560	657
874	4564	652
875	4569	646
876	4574	641
877	4579	636
878	4585	631
879	4591	626
880	4596	620
881	4601	615
882	4607	610
883	4612	605
884	4617	600
885	4622	594
886	4627	589
887	4633	584
888	4639	579
889	4644	574
890	4649	568
891	4656	563
892	4661	558
893	4666	553
894	4672	548
895	4677	542
896	4682	537
897	4687	532
898	4692	527
899	4698	522
900	4705	516
901	4710	511
902	4716	506
903	4721	501
904	4726	496
905	4732	491
906	4738	485
907	4744	480
908	4750	475
909	4755	470
910	4760	465
911	4766	459
912	4771	454
913	4776	449
914	4781	444
915	4786	438
916	4791	433
917	4796	428
918	4802	423
919	4807	418
920	4812	412
921	4817	407
922	4822	402
923	4826	397
924	4832	391
925	4837	386
926	4842	381
927	4847	376
928	4852	370
929	4857	365
930	4862	360
931	4867	355
932	4872	349
933	4876	344
934	4881	339
935	4886	334
936	4891	328
937	4895	323
938	4900	318
939	4905	313
940	4909	307
941	4915	302
942	4920	297
943	4925	292
944	4930	286
945	4936	281
946	4941	276
947	4946	271
948	4951	266
949	4956	260
950	4961	255
951	4966	250
952	4972	245
953	4977	239
954	4982	234
955	4987	229
956	4993	224
957	4999	219
958	5004	213
959	5010	208
960	5015	203
961	5020	198
962	5025	193
963	5030	187
964	5035	182
965	5040	177
966	5045	172
967	5049	166
968	5054	161
969	5059	156
970	5064	151
971	5069	146
972	5074	140
973	5079	135
974	5084	130
975	5089	125
976	5094	119
977	5099	114
978	5104	109
979	5109	104
980	5114	99
981	5119	93
982	5124	88
983	5129	83
984	5134	78
985	5139	72
986	5144	67
987	5149	62
988	5153	57
989	5158	52
990	5163	46
991	5168	41
992	5173	36
993	5178	31
994	5183	26
995	5188	20
996	5193	15
997	5198	10
998	5203	5
999	5208	0
